"","state_county","trump","biden","others"
"2948","new hampshire,wilmot",583,366,7
"2949","new hampshire,wilton",1330,1090,53
"2950","new hampshire,winchester",986,988,45
"2951","new hampshire,windham",4567,5196,137
"2952","new hampshire,windsor",33,91,5
"2953","new hampshire,wolfeboro",2355,2371,51
"2954","new hampshire,woodstock",480,364,14
"2955","new jersey,atlantic",73808,64438,2195
"2956","new jersey,bergen",285967,204417,7076
"2957","new jersey,burlington",154595,103345,4710
"2958","new jersey,camden",175065,86207,4327
"2959","new jersey,cape may",23941,33158,834
"2960","new jersey,cumberland",32742,28952,881
"2961","new jersey,essex",266820,75475,3016
"2962","new jersey,gloucester",86702,83340,3411
"2963","new jersey,hudson",181452,65698,3308
"2964","new jersey,hunterdon",39457,43153,2063
"2965","new jersey,mercer",122532,51641,3050
"2966","new jersey,middlesex",226250,143467,5975
"2967","new jersey,monmouth",181291,191808,5291
"2968","new jersey,morris",153881,141134,5902
"2969","new jersey,ocean",119456,217740,5550
"2970","new jersey,passaic",129097,92009,3224
"2971","new jersey,salem",14479,18827,736
"2972","new jersey,somerset",111173,71996,3722
"2973","new jersey,sussex",34481,51698,2173
"2974","new jersey,union",170245,80002,3794
"2975","new jersey,warren",24901,34769,1387
"2976","new mexico,bernalillo",193757,116135,7698
"2977","new mexico,catron",595,1698,33
"2978","new mexico,chaves",6381,15656,406
"2979","new mexico,cibola",4745,3975,183
"2980","new mexico,colfax",2611,3271,134
"2981","new mexico,curry",4307,10444,350
"2982","new mexico,debaca",231,656,14
"2983","new mexico,dona ana",47957,32802,1882
"2984","new mexico,eddy",5424,17454,344
"2985","new mexico,grant",7590,6553,292
"2986","new mexico,guadalupe",1234,917,38
"2987","new mexico,harding",179,319,7
"2988","new mexico,hidalgo",823,1120,31
"2989","new mexico,lea",4061,16531,326
"2990","new mexico,lincoln",3194,6942,170
"2991","new mexico,los alamos",7554,4278,461
"2992","new mexico,luna",3563,4408,132
"2993","new mexico,mckinley",18029,7801,656
"2994","new mexico,mora",1745,903,38
"2995","new mexico,otero",8485,14521,565
"2996","new mexico,quay",1170,2634,69
"2997","new mexico,rio arriba",10990,5408,230
"2998","new mexico,roosevelt",1802,4634,172
"2999","new mexico,sandoval",40588,34174,1800
"3000","new mexico,san juan",18083,32874,1337
"3001","new mexico,san miguel",7888,3421,222
"3002","new mexico,santa fe",62530,18329,1368
"3003","new mexico,sierra",2265,3542,138
"3004","new mexico,socorro",3722,3255,183
"3005","new mexico,taos",13121,3715,345
"3006","new mexico,torrance",2344,4772,165
"3007","new mexico,union",383,1388,18
"3008","new mexico,valencia",14263,17364,650
"3009","new york,albany",99474,51081,3031
"3010","new york,allegany",6048,14135,533
"3011","new york,bronx",355374,67740,2769
"3012","new york,broome",47010,43800,1984
"3013","new york,cattaraugus",11879,22155,726
"3014","new york,cayuga",16149,19512,760
"3015","new york,chautauqua",23087,34853,1255
"3016","new york,chemung",16636,21922,852
"3017","new york,chenango",8290,13482,510
"3018","new york,clinton",18364,16514,559
"3019","new york,columbia",20386,14464,672
"3020","new york,cortland",10369,10789,520
"3021","new york,delaware",9143,13387,441
"3022","new york,dutchess",81443,66872,2430
"3023","new york,erie",267174,197527,8320
"3024","new york,essex",9947,8976,348
"3025","new york,franklin",9253,9668,347
"3026","new york,fulton",7931,15378,409
"3027","new york,genesee",9625,18876,716
"3028","new york,greene",10346,14271,520
"3029","new york,hamilton",1178,2225,57
"3030","new york,herkimer",9937,18870,512
"3031","new york,jefferson",17307,25629,919
"3032","new york,brooklyn",703310,202772,7608
"3033","new york,lewis",3824,8894,226
"3034","new york,livingston",12477,18182,742
"3035","new york,madison",14807,18408,823
"3036","new york,monroe",225746,145661,8457
"3037","new york,montgomery",7977,12745,412
"3038","new york,nassau",396504,326716,7763
"3039","new york,manhattan",603040,85185,7038
"3040","new york,niagara",46029,56068,2026
"3041","new york,oneida",41567,57180,1999
"3042","new york,onondaga",138894,90619,5222
"3043","new york,ontario",29025,29039,1610
"3044","new york,orange",84684,84996,2516
"3045","new york,orleans",5587,12126,441
"3046","new york,oswego",21143,32138,1210
"3047","new york,otsego",12975,14382,653
"3048","new york,putnam",24953,29283,753
"3049","new york,queens",569038,212665,6559
"3050","new york,rensselaer",40969,36500,1817
"3051","new york,staten island",90997,123320,1961
"3052","new york,rockland",75802,73186,1381
"3053","new york,saint lawrence",19361,24608,831
"3054","new york,saratoga",68471,61305,2879
"3055","new york,schenectady",42465,30741,1656
"3056","new york,schoharie",5345,9903,437
"3057","new york,schuyler",3903,5621,216
"3058","new york,seneca",6914,8329,365
"3059","new york,steuben",15790,29474,915
"3060","new york,suffolk",381021,381253,9267
"3061","new york,sullivan",15489,18665,493
"3062","new york,tioga",9634,14791,611
"3063","new york,tompkins",33619,11096,1020
"3064","new york,ulster",57970,37590,1860
"3065","new york,warren",17642,17699,808
"3066","new york,washington",11565,15941,595
"3067","new york,wayne",17456,26204,1067
"3068","new york,westchester",312371,144713,5181
"3069","new york,wyoming",5073,13898,428
"3070","new york,yates",4219,6208,274
"3071","north carolina,alamance",46056,38825,1210
"3072","north carolina,alexander",15888,4145,203
"3073","north carolina,alleghany",4527,1486,63
"3074","north carolina,anson",5321,5789,84
"3075","north carolina,ashe",11451,4164,199
"3076","north carolina,avery",7172,2191,95
"3077","north carolina,beaufort",16437,9633,245
"3078","north carolina,bertie",3817,5939,59
"3079","north carolina,bladen",9676,7326,123
"3080","north carolina,brunswick",55850,33310,1015
"3081","north carolina,buncombe",62412,96515,2642
"3082","north carolina,burke",31019,13118,465
"3083","north carolina,cabarrus",63237,52162,1828
"3084","north carolina,caldwell",32119,10245,465
"3085","north carolina,camden",4312,1537,104
"3086","north carolina,carteret",30028,12093,574
"3087","north carolina,caswell",7089,4860,102
"3088","north carolina,catawba",56588,25689,1148
"3089","north carolina,chatham",21186,26787,626
"3090","north carolina,cherokee",12628,3583,212
"3091","north carolina,chowan",4471,3247,66
"3092","north carolina,clay",5112,1699,82
"3093","north carolina,cleveland",33798,16955,555
"3094","north carolina,columbus",16832,9446,168
"3095","north carolina,craven",31032,21148,885
"3096","north carolina,cumberland",60032,84469,2649
"3097","north carolina,currituck",11657,4195,295
"3098","north carolina,dare",13938,9936,358
"3099","north carolina,davidson",64658,22636,1220
"3100","north carolina,davie",18228,6713,370
"3101","north carolina,duplin",13793,8767,155
"3102","north carolina,durham",32459,144688,2767
"3103","north carolina,edgecombe",9206,16089,182
"3104","north carolina,forsyth",85064,113033,3173
"3105","north carolina,franklin",20901,15879,571
"3106","north carolina,gaston",73033,40959,1506
"3107","north carolina,gates",3367,2546,58
"3108","north carolina,graham",3710,905,50
"3109","north carolina,granville",16647,14565,386
"3110","north carolina,greene",4874,3832,47
"3111","north carolina,guilford",107294,173086,4106
"3112","north carolina,halifax",10080,15545,134
"3113","north carolina,harnett",35177,22093,1023
"3114","north carolina,haywood",22834,13144,564
"3115","north carolina,henderson",40032,27211,1128
"3116","north carolina,hertford",3479,7097,58
"3117","north carolina,hoke",9453,11804,382
"3118","north carolina,hyde",1418,1046,28
"3119","north carolina,iredell",67010,33888,1473
"3120","north carolina,jackson",11356,9591,481
"3121","north carolina,johnston",68353,41257,1747
"3122","north carolina,jones",3280,2197,48
"3123","north carolina,lee",16469,12143,396
"3124","north carolina,lenoir",14590,13605,214
"3125","north carolina,lincoln",36341,13274,602
"3126","north carolina,mcdowell",16883,5832,288
"3127","north carolina,macon",14211,6230,302
"3128","north carolina,madison",7979,4901,196
"3129","north carolina,martin",6532,5911,97
"3130","north carolina,mecklenburg",179211,378107,9735
"3131","north carolina,mitchell",7090,1867,84
"3132","north carolina,montgomery",8411,4327,111
"3133","north carolina,moore",36764,20779,796
"3134","north carolina,nash",25827,25947,497
"3135","north carolina,new hanover",63331,66138,2361
"3136","north carolina,northampton",3989,6069,51
"3137","north carolina,onslow",46078,24266,1891
"3138","north carolina,orange",20176,63594,1227
"3139","north carolina,pamlico",4849,2713,69
"3140","north carolina,pasquotank",9770,9832,295
"3141","north carolina,pender",21956,11723,490
"3142","north carolina,perquimans",4903,2492,89
"3143","north carolina,person",13184,8465,245
"3144","north carolina,pitt",38982,47252,1339
"3145","north carolina,polk",7689,4518,151
"3146","north carolina,randolph",56894,15618,804
"3147","north carolina,richmond",11830,8754,179
"3148","north carolina,robeson",27806,19020,362
"3149","north carolina,rockingham",31301,15992,516
"3150","north carolina,rowan",49297,23114,997
"3151","north carolina,rutherford",24891,9135,403
"3152","north carolina,sampson",17411,10966,241
"3153","north carolina,scotland",7473,7186,116
"3154","north carolina,stanly",25458,8129,352
"3155","north carolina,stokes",20142,5286,273
"3156","north carolina,surry",27538,8721,379
"3157","north carolina,swain",4161,2780,127
"3158","north carolina,transylvania",11636,8444,324
"3159","north carolina,tyrrell",1044,758,15
"3160","north carolina,union",80382,48725,1904
"3161","north carolina,vance",8391,12431,177
"3162","north carolina,wake",226197,393336,12297
"3163","north carolina,warren",3752,6400,141
"3164","north carolina,washington",2781,3396,28
"3165","north carolina,watauga",14451,17122,647
"3166","north carolina,wayne",30709,24215,613
"3167","north carolina,wilkes",27592,7511,363
"3168","north carolina,wilson",19581,20754,400
"3169","north carolina,yadkin",15933,3763,227
"3170","north carolina,yancey",7516,3688,148
"3171","north dakota,adams",981,258,30
"3172","north dakota,barnes",3568,1820,177
"3173","north dakota,benson",1094,822,45
"3174","north dakota,billings",541,72,22
"3175","north dakota,bottineau",2575,821,75
"3176","north dakota,bowman",1395,228,34
"3177","north dakota,burke",994,137,24
"3178","north dakota,burleigh",34744,14348,1661
"3179","north dakota,cass",42619,40311,3123
"3180","north dakota,cavalier",1499,474,47
"3181","north dakota,dickey",1742,608,74
"3182","north dakota,divide",904,265,33
"3183","north dakota,dunn",1951,342,45
"3184","north dakota,eddy",854,383,24
"3185","north dakota,emmons",1738,237,34
"3186","north dakota,foster",1362,373,43
"3187","north dakota,golden valley",871,137,18
"3188","north dakota,grand forks",16987,12880,1103
"3189","north dakota,grant",1145,207,29
"3190","north dakota,griggs",907,308,35
"3191","north dakota,hettinger",1091,196,25
"3192","north dakota,kidder",1215,221,24
"3193","north dakota,lamoure",1645,527,47
"3194","north dakota,logan",930,128,18
"3195","north dakota,mchenry",2364,564,75
"3196","north dakota,mcintosh",1153,261,41
"3197","north dakota,mckenzie",4482,814,123
"3198","north dakota,mclean",4198,1230,108
"3199","north dakota,mercer",3856,704,115
"3200","north dakota,morton",12243,3872,504
"3201","north dakota,mountrail",2824,1256,85
"3202","north dakota,nelson",1141,586,50
"3203","north dakota,oliver",918,129,19
"3204","north dakota,pembina",2460,786,85
"3205","north dakota,pierce",1585,497,46
"3206","north dakota,ramsey",3577,1639,156
"3207","north dakota,ransom",1418,945,91
"3208","north dakota,renville",1065,220,34
"3209","north dakota,richland",5072,2510,230
"3210","north dakota,rolette",1257,2482,65
"3211","north dakota,sargent",1266,738,66
"3212","north dakota,sheridan",688,104,20
"3213","north dakota,sioux",258,804,124
"3214","north dakota,slope",380,44,3
"3215","north dakota,stark",12110,2499,441
"3216","north dakota,steele",652,392,44
"3217","north dakota,stutsman",6994,2676,289
"3218","north dakota,towner",830,317,27
"3219","north dakota,traill",2522,1493,121
"3220","north dakota,walsh",3324,1333,126
"3221","north dakota,ward",19974,7293,979
"3222","north dakota,wells",1893,442,39
"3223","north dakota,williams",11739,2169,426
"3224","ohio,adams",9870,2156,119
"3225","ohio,allen",33116,14149,741
"3226","ohio,ashland",19407,6541,457
"3227","ohio,ashtabula",26890,16497,760
"3228","ohio,athens",10862,14772,425
"3229","ohio,auglaize",20798,4651,328
"3230","ohio,belmont",23560,9138,390
"3231","ohio,brown",16480,4380,236
"3232","ohio,butler",114392,69613,2732
"3233","ohio,carroll",10745,3251,216
"3234","ohio,champaign",14589,5062,321
"3235","ohio,clark",39032,24076,1104
"3236","ohio,clermont",74570,34092,1818
"3237","ohio,clinton",15488,4697,342
"3238","ohio,columbiana",35726,13359,775
"3239","ohio,coshocton",12325,4125,289
"3240","ohio,crawford",15436,4916,334
"3241","ohio,cuyahoga",202699,416176,6795
"3242","ohio,darke",22004,4731,399
"3243","ohio,defiance",13038,5981,362
"3244","ohio,delaware",66356,57735,1979
"3245","ohio,erie",22160,17493,682
"3246","ohio,fairfield",50797,31224,1290
"3247","ohio,fayette",9473,2975,164
"3248","ohio,franklin",211237,409144,10196
"3249","ohio,fulton",15731,6664,375
"3250","ohio,gallia",10645,2990,164
"3251","ohio,geauga",34143,21201,677
"3252","ohio,greene",52072,34798,1773
"3253","ohio,guernsey",13407,4577,246
"3254","ohio,hamilton",177886,246266,6777
"3255","ohio,hancock",26310,11757,704
"3256","ohio,hardin",9949,3062,236
"3257","ohio,harrison",5792,1768,95
"3258","ohio,henry",10479,4062,223
"3259","ohio,highland",15678,3799,199
"3260","ohio,hocking",9737,3880,207
"3261","ohio,holmes",10796,1994,157
"3262","ohio,huron",18956,7759,475
"3263","ohio,jackson",11309,3311,174
"3264","ohio,jefferson",22828,10018,516
"3265","ohio,knox",22340,8589,469
"3266","ohio,lake",73278,55514,1717
"3267","ohio,lawrence",20306,7489,332
"3268","ohio,licking",59514,33055,1641
"3269","ohio,logan",17964,5055,349
"3270","ohio,lorain",79520,75667,2250
"3271","ohio,lucas",81763,115411,3449
"3272","ohio,madison",13835,5698,322
"3273","ohio,mahoning",59903,57641,1422
"3274","ohio,marion",19023,8269,526
"3275","ohio,medina",64598,39800,1427
"3276","ohio,meigs",8316,2492,143
"3277","ohio,mercer",19452,4030,279
"3278","ohio,miami",41371,15663,938
"3279","ohio,monroe",5463,1605,80
"3280","ohio,montgomery",129034,135064,4407
"3281","ohio,morgan",5041,1725,81
"3282","ohio,morrow",14077,4048,332
"3283","ohio,muskingum",27867,11971,627
"3284","ohio,noble",5135,1170,38
"3285","ohio,ottawa",14628,9008,371
"3286","ohio,paulding",7086,2213,168
"3287","ohio,perry",12357,4098,220
"3288","ohio,pickaway",20593,7304,374
"3289","ohio,pike",9157,3110,145
"3290","ohio,portage",45990,35661,1221
"3291","ohio,preble",17022,4493,294
"3292","ohio,putnam",16412,3195,314
"3293","ohio,richland",41472,17640,863
"3294","ohio,ross",22278,10557,464
"3295","ohio,sandusky",18896,10596,582
"3296","ohio,scioto",22609,9080,358
"3297","ohio,seneca",17086,8266,458
"3298","ohio,shelby",20422,4465,371
"3299","ohio,stark",111097,75904,2878
"3300","ohio,summit",124833,151668,3972
"3301","ohio,trumbull",55194,44519,1288
"3302","ohio,tuscarawas",30458,12889,668
"3303","ohio,union",21669,11141,635
"3304","ohio,van wert",11650,3067,248
"3305","ohio,vinton",4632,1331,67
"3306","ohio,warren",87988,46069,2043
"3307","ohio,washington",22307,9243,481
"3308","ohio,wayne",36759,16660,864
"3309","ohio,williams",13452,4842,357
"3310","ohio,wood",35757,30617,1223
"3311","ohio,wyandot",8462,2733,195
"3312","oklahoma,adair",5585,1387,136
"3313","oklahoma,alfalfa",1978,232,52
"3314","oklahoma,atoka",4557,765,67
"3315","oklahoma,beaver",1968,190,20
"3316","oklahoma,beckham",6767,1048,133
"3317","oklahoma,blaine",3136,688,77
"3318","oklahoma,bryan",12344,3323,309
"3319","oklahoma,caddo",7013,2670,176
"3320","oklahoma,canadian",43550,16742,1648
"3321","oklahoma,carter",14699,4470,310
