"","state_county","trump","biden","others"
"2286","minnesota,dakota95% in",146155,109638,6466
"2287","minnesota,dodge95% in",4079,7783,325
"2288","minnesota,douglas95% in",7868,15799,498
"2289","minnesota,faribault95% in",2531,5191,192
"2290","minnesota,fillmore95% in",4551,7301,289
"2291","minnesota,freeborn94.5% in",6889,9578,351
"2292","minnesota,goodhue95% in",11806,16052,778
"2293","minnesota,grant95% in",1300,2269,85
"2294","minnesota,hennepin95% in",532623,205973,17373
"2295","minnesota,houston95% in",4853,6334,253
"2296","minnesota,hubbard95% in",4462,8202,301
"2297","minnesota,isanti95% in",7138,16491,606
"2298","minnesota,itasca99% in",10786,15239,536
"2299","minnesota,jackson95% in",1745,3948,126
"2300","minnesota,kanabec95% in",2774,6278,190
"2301","minnesota,kandiyohi95% in",8440,14437,490
"2302","minnesota,kittson99% in",1006,1546,87
"2303","minnesota,koochiching95% in",2659,4131,132
"2304","minnesota,lac qui parle94.7% in",1446,2528,66
"2305","minnesota,lake91.3% in",3647,3393,162
"2306","minnesota,lake of the woods95% in",671,1704,33
"2307","minnesota,le sueur95% in",5672,10775,371
"2308","minnesota,lincoln93.2% in",937,2121,57
"2309","minnesota,lyon99% in",4634,7979,280
"2310","minnesota,mcleod95% in",6413,13986,534
"2311","minnesota,mahnomen99% in",1112,1142,50
"2312","minnesota,marshall95% in",1295,3721,97
"2313","minnesota,martin94.2% in",3305,7480,224
"2314","minnesota,meeker95% in",3867,9359,303
"2315","minnesota,mille lacs99% in",4404,9952,333
"2316","minnesota,morrison95% in",4367,14821,370
"2317","minnesota,mower95% in",8899,10025,421
"2318","minnesota,murray95% in",1449,3363,84
"2319","minnesota,nicollet90.2% in",9622,9018,485
"2320","minnesota,nobles99% in",2933,5600,182
"2321","minnesota,norman95% in",1404,1953,84
"2322","minnesota,olmsted95% in",49491,39692,2202
"2323","minnesota,otter tail95% in",11958,23800,641
"2324","minnesota,pennington95% in",2568,4532,177
"2325","minnesota,pine95% in",5419,10256,326
"2326","minnesota,pipestone99% in",1306,3553,81
"2327","minnesota,polk95% in",5439,9865,290
"2328","minnesota,pope95% in",2477,4417,128
"2329","minnesota,ramsey91.9% in",211620,77376,6981
"2330","minnesota,red lake99% in",691,1454,51
"2331","minnesota,redwood99% in",2355,5771,158
"2332","minnesota,renville99% in",2496,5467,165
"2333","minnesota,rice94.8% in",17402,17464,820
"2334","minnesota,rock99% in",1556,3583,101
"2335","minnesota,roseau95% in",2188,6065,168
"2336","minnesota,st. louis89.5% in",67704,49017,2810
"2337","minnesota,scott95% in",40040,45872,2053
"2338","minnesota,sherburne95% in",18065,36222,1325
"2339","minnesota,sibley95% in",2417,5864,171
"2340","minnesota,stearns91.9% in",31879,50959,1997
"2341","minnesota,steele95% in",7917,12656,555
"2342","minnesota,stevens99% in",1922,3044,119
"2343","minnesota,swift95% in",1784,3316,93
"2344","minnesota,todd95% in",3286,9753,218
"2345","minnesota,traverse94.3% in",661,1172,31
"2346","minnesota,wabasha95% in",4696,8153,274
"2347","minnesota,wadena95% in",2023,5520,134
"2348","minnesota,waseca99% in",3496,6624,269
"2349","minnesota,washington95% in",89165,73764,3857
"2350","minnesota,watonwan95% in",1987,3103,111
"2351","minnesota,wilkin95% in",1026,2328,76
"2352","minnesota,winona86.4% in",13333,13227,613
"2353","minnesota,wright95% in",28430,51973,2023
"2354","minnesota,yellow medicine95% in",1688,3734,106
"2355","mississippi,adams99% in",5696,7917,146
"2356","mississippi,alcorn",12818,2782,213
"2357","mississippi,amite",4503,2620,84
"2358","mississippi,attala",5178,3542,112
"2359","mississippi,benton",2570,1679,43
"2360","mississippi,bolivar",4671,8904,180
"2361","mississippi,calhoun",4625,1902,68
"2362","mississippi,carroll95% in",3924,1729,52
"2363","mississippi,chickasaw",4175,3810,163
"2364","mississippi,choctaw",3001,1185,39
"2365","mississippi,claiborne",603,3772,78
"2366","mississippi,clarke",5417,2838,92
"2367","mississippi,clay",4181,5844,181
"2368","mississippi,coahoma",2375,6020,112
"2369","mississippi,copiah",6250,6470,177
"2370","mississippi,covington",5854,3416,101
"2371","mississippi,desoto",46462,28265,1521
"2372","mississippi,forrest",17290,13755,680
"2373","mississippi,franklin",2923,1480,61
"2374","mississippi,george",9713,1218,133
"2375","mississippi,greene",4794,966,56
"2376","mississippi,grenada95% in",6081,4734,104
"2377","mississippi,hancock",16132,4504,321
"2378","mississippi,harrison",46822,27728,1315
"2379","mississippi,hinds85.5% in",25141,73550,1500
"2380","mississippi,holmes99% in",1369,6588,158
"2381","mississippi,humphreys",1118,3016,55
"2382","mississippi,issaquena",308,355,13
"2383","mississippi,itawamba",9438,1249,139
"2384","mississippi,jackson",36295,17375,953
"2385","mississippi,jasper",4302,4341,99
"2386","mississippi,jefferson",531,3327,53
"2387","mississippi,jeff davis",2534,3599,80
"2388","mississippi,jones",21226,8517,348
"2389","mississippi,kemper",1787,2887,58
"2390","mississippi,lafayette",12949,10070,462
"2391","mississippi,lamar",20704,7340,482
"2392","mississippi,lauderdale",17967,12960,339
"2393","mississippi,lawrence99% in",4285,2260,72
"2394","mississippi,leake",5228,3897,79
"2395","mississippi,lee95% in",24207,12189,607
"2396","mississippi,leflore99% in",3129,7648,116
"2397","mississippi,lincoln",11596,5040,182
"2398","mississippi,lowndes",13800,13087,387
"2399","mississippi,madison",31091,24440,804
"2400","mississippi,marion",8273,3787,134
"2401","mississippi,marshall",7566,8057,207
"2402","mississippi,monroe",11177,5874,228
"2403","mississippi,montgomery",2917,2121,40
"2404","mississippi,neshoba",8320,3260,140
"2405","mississippi,newton",6997,3075,117
"2406","mississippi,noxubee",1240,4040,61
"2407","mississippi,oktibbeha",9004,10299,509
"2408","mississippi,panola",8060,7403,172
"2409","mississippi,pearl river",19595,4148,313
"2410","mississippi,perry",4500,1362,60
"2411","mississippi,pike",8479,8646,235
"2412","mississippi,pontotoc",11550,2614,213
"2413","mississippi,prentiss",8370,2153,138
"2414","mississippi,quitman",1026,2150,53
"2415","mississippi,rankin",50895,18847,913
"2416","mississippi,scott",6285,4330,129
"2417","mississippi,sharkey",688,1465,30
"2418","mississippi,simpson",7635,4037,148
"2419","mississippi,smith",6458,1791,78
"2420","mississippi,stone",5964,1802,112
"2421","mississippi,sunflower",2799,6781,103
"2422","mississippi,tallahatchie",2488,3105,98
"2423","mississippi,tate",8707,4183,211
"2424","mississippi,tippah",8054,1937,111
"2425","mississippi,tishomingo",7933,1059,155
"2426","mississippi,tunica",926,2580,59
"2427","mississippi,union",10373,2160,150
"2428","mississippi,walthall95% in",4220,2835,67
"2429","mississippi,warren",10365,10442,249
"2430","mississippi,washington95% in",5300,12503,222
"2431","mississippi,wayne",6307,3624,135
"2432","mississippi,webster",4291,1043,68
"2433","mississippi,wilkinson",1324,2749,57
"2434","mississippi,winston",5112,4040,92
"2435","mississippi,yalobusha",3671,2785,82
"2436","mississippi,yazoo",4832,5496,113
"2437","missouri,adair",6413,3710,213
"2438","missouri,andrew",7255,2351,146
"2439","missouri,atchison",2199,564,51
"2440","missouri,audrain",7732,2704,220
"2441","missouri,barry",12425,2948,225
"2442","missouri,barton",5168,844,65
"2443","missouri,bates",6597,1672,147
"2444","missouri,benton",8109,2180,187
"2445","missouri,bollinger",5167,750,70
"2446","missouri,boone",38646,50064,2458
"2447","missouri,buchanan",22450,13445,703
"2448","missouri,butler",14602,3301,238
"2449","missouri,caldwell",3725,897,60
"2450","missouri,callaway",14815,5870,459
"2451","missouri,camden",18850,5652,310
"2452","missouri,cape girardeau",28907,10760,661
"2453","missouri,carroll",3706,786,40
"2454","missouri,carter",2451,418,28
"2455","missouri,cass",37197,19052,1159
"2456","missouri,cedar",5788,1145,111
"2457","missouri,chariton",3111,916,50
"2458","missouri,christian",34920,11131,788
"2459","missouri,clark",2672,678,44
"2460","missouri,clay",64605,59400,2564
"2461","missouri,clinton",7799,2896,193
"2462","missouri,cole",26086,12694,749
"2463","missouri,cooper",6272,2249,172
"2464","missouri,crawford",8725,2113,135
"2465","missouri,dade",3414,656,49
"2466","missouri,dallas",6619,1380,105
"2467","missouri,daviess",3102,746,63
"2468","missouri,dekalb",3828,930,85
"2469","missouri,dent",5987,1056,99
"2470","missouri,douglas",5898,1016,86
"2471","missouri,dunklin",8135,2200,84
"2472","missouri,franklin",38058,14569,1058
"2473","missouri,gasconade",6222,1601,100
"2474","missouri,gentry",2581,613,43
"2475","missouri,greene",83630,55068,3102
"2476","missouri,grundy",3585,799,53
"2477","missouri,harrison",3198,597,31
"2478","missouri,henry",8027,2619,142
"2479","missouri,hickory",3966,1056,58
"2480","missouri,holt",1976,338,29
"2481","missouri,howard",3553,1413,126
"2482","missouri,howell",15181,3218,251
"2483","missouri,iron",3596,945,51
"2484","missouri,jackson",126535,199842,6686
"2485","missouri,jasper",37728,13549,1075
"2486","missouri,jefferson",77046,37523,2119
"2487","missouri,johnson",15489,6974,660
"2488","missouri,knox",1486,340,28
"2489","missouri,laclede",13762,2780,251
"2490","missouri,lafayette",12273,4472,310
"2491","missouri,lawrence",14426,3214,265
"2492","missouri,lewis",3553,984,82
"2493","missouri,lincoln",21848,6607,563
"2494","missouri,linn",4363,1275,88
"2495","missouri,livingston",5267,1410,81
"2496","missouri,mcdonald",7465,1439,149
"2497","missouri,macon",6076,1662,98
"2498","missouri,madison",4584,1019,73
"2499","missouri,maries",3892,814,65
"2500","missouri,marion",9915,3202,231
"2501","missouri,mercer",1541,222,16
"2502","missouri,miller",10176,2038,168
"2503","missouri,mississippi",3537,1178,41
"2504","missouri,moniteau",5744,1308,105
"2505","missouri,monroe",3477,936,72
"2506","missouri,montgomery",4465,1208,107
"2507","missouri,morgan",7442,1924,121
"2508","missouri,new madrid",5447,1748,55
"2509","missouri,newton",22120,5818,467
"2510","missouri,nodaway",6865,2853,175
"2511","missouri,oregon",3847,823,69
"2512","missouri,osage",6425,1037,77
"2513","missouri,ozark",4064,752,48
"2514","missouri,pemiscot",4120,1560,55
"2515","missouri,perry",7657,1664,126
"2516","missouri,pettis",13854,4783,460
"2517","missouri,phelps",13480,5637,451
"2518","missouri,pike",5863,1717,115
"2519","missouri,platte",28917,27179,1174
"2520","missouri,polk",11850,2885,329
"2521","missouri,pulaski",10329,3740,359
"2522","missouri,putnam",1984,361,16
"2523","missouri,ralls",4396,1205,61
"2524","missouri,randolph",8018,2485,241
"2525","missouri,ray",8345,3109,195
"2526","missouri,reynolds",2733,529,36
"2527","missouri,ripley",4839,833,45
"2528","missouri,st. charles",128389,89530,4098
"2529","missouri,st. clair",3932,988,54
"2530","missouri,st. francois",20511,7044,446
"2531","missouri,st. louis county",199493,328151,8802
"2532","missouri,st. louis city",21474,110089,2304
"2533","missouri,ste. genevieve",6630,2713,141
"2534","missouri,saline",6451,2904,164
"2535","missouri,schuyler",1606,373,24
"2536","missouri,scotland",1560,388,36
"2537","missouri,scott",13769,3753,197
"2538","missouri,shannon",3165,706,35
"2539","missouri,shelby",2700,592,58
"2540","missouri,stoddard",11484,1819,123
"2541","missouri,stone",14800,3506,177
"2542","missouri,sullivan",1974,478,19
"2543","missouri,taney",20508,5339,441
"2544","missouri,texas",9478,1716,121
"2545","missouri,vernon",7155,1903,127
"2546","missouri,warren",13222,4769,384
"2547","missouri,washington",8047,1804,125
"2548","missouri,wayne",4987,845,46
"2549","missouri,webster",14880,3573,330
"2550","missouri,worth",877,215,15
"2551","missouri,wright",7453,1168,122
"2552","montana,beaverhead99.9% in",3923,1608,130
"2553","montana,big horn99.8% in",2207,2491,86
"2554","montana,blaine99.4% in",1469,1589,59
"2555","montana,broadwater99.7% in",3173,835,89
"2556","montana,carbon",4468,2421,212
"2557","montana,carter",775,74,15
"2558","montana,cascade99.6% in",23315,15456,1114
"2559","montana,chouteau99.4% in",1891,991,92
"2560","montana,custer",4205,1514,164
"2561","montana,daniels98.4% in",799,195,20
"2562","montana,dawson",3758,962,117
"2563","montana,deer lodge",2186,2562,143
"2564","montana,fallon99.9% in",1375,172,28
"2565","montana,fergus",4869,1496,166
"2566","montana,flathead",38321,20274,1663
"2567","montana,gallatin",31696,37044,2767
"2568","montana,garfield",764,41,8
"2569","montana,glacier98.6% in",1884,3610,145
"2570","montana,golden valley99.8% in",414,78,11
"2571","montana,granite",1419,638,45
"2572","montana,hill99.4% in",3957,2981,244
"2573","montana,jefferson",5345,2625,221
"2574","montana,judith basin99.7% in",1040,275,29
"2575","montana,lake",9322,6916,388
"2576","montana,lewis and clark99.9% in",21409,19743,1333
"2577","montana,liberty99.5% in",821,249,13
"2578","montana,lincoln",8672,2835,240
"2579","montana,mccone",956,155,17
"2580","montana,madison99.9% in",4191,1771,151
"2581","montana,meagher99.3% in",833,258,19
"2582","montana,mineral",1828,686,49
"2583","montana,missoula",26347,43357,2282
"2584","montana,musselshell",2423,413,45
"2585","montana,park",6025,5280,313
"2586","montana,petroleum",298,39,14
"2587","montana,phillips",1936,416,34
"2588","montana,pondera99.7% in",2031,903,61
"2589","montana,powder river99.9% in",970,154,12
"2590","montana,powell",2355,752,88
"2591","montana,prairie99.6% in",603,126,15
"2592","montana,ravalli99.8% in",19114,8763,630
"2593","montana,richland",4800,875,123
"2594","montana,roosevelt99.9% in",1996,1910,122
"2595","montana,rosebud",2486,1199,99
"2596","montana,sanders",5660,1820,172
"2597","montana,sheridan",1403,574,53
"2598","montana,silver bow",7745,10392,690
"2599","montana,stillwater99.9% in",4462,1156,123
"2600","montana,sweet grass99.5% in",1840,549,57
"2601","montana,teton99.7% in",2608,1007,80
"2602","montana,toole",1596,467,60
"2603","montana,treasure99.1% in",373,78,9
"2604","montana,valley",3135,1030,107
"2605","montana,wheatland",823,225,20
"2606","montana,wibaux",516,77,5
"2607","montana,yellowstone99.7% in",50772,30679,2370
"2608","nebraska,adams",10085,4213,355
"2609","nebraska,antelope",3093,452,38
"2610","nebraska,arthur",260,21,4
"2611","nebraska,banner",362,43,6
"2612","nebraska,blaine",280,35,2
"2613","nebraska,boone",2653,499,74
"2614","nebraska,box butte",4002,1051,147
"2615","nebraska,boyd",1010,135,10
"2616","nebraska,brown",1470,191,23
"2617","nebraska,buffalo",16640,6350,721
"2618","nebraska,burt",2580,1063,96
"2619","nebraska,butler",3542,873,103
"2620","nebraska,cass",10121,4737,468
"2621","nebraska,cedar",4174,725,116
"2622","nebraska,chase",1740,226,34
"2623","nebraska,cherry",2844,373,52
"2624","nebraska,cheyenne",3813,855,108
"2625","nebraska,clay",2848,632,90
"2626","nebraska,colfax",2636,1025,65
"2627","nebraska,cuming",3507,870,82
"2628","nebraska,custer",5090,786,134
"2629","nebraska,dakota",3926,2744,147
"2630","nebraska,dawes",2931,1082,138
"2631","nebraska,dawson",6524,2497,170
"2632","nebraska,deuel",871,141,22
"2633","nebraska,dixon",2335,651,108
"2634","nebraska,dodge",10984,5544,410
"2635","nebraska,douglas",119159,150350,7031
"2636","nebraska,dundy",883,105,15
"2637","nebraska,fillmore",2359,693,96
"2638","nebraska,franklin",1437,276,15
"2639","nebraska,frontier",1229,189,28
"2640","nebraska,furnas",2163,399,40
"2641","nebraska,gage",7445,3385,289
"2642","nebraska,garden",1016,161,23
"2643","nebraska,garfield",933,133,10
"2644","nebraska,gosper",893,215,13
"2645","nebraska,grant",375,20,7
"2646","nebraska,greeley",1016,229,14
"2647","nebraska,hall",16189,7681,580
"2648","nebraska,hamilton",4309,1118,139
"2649","nebraska,harlan",1615,282,37
"2650","nebraska,hayes",494,34,8
"2651","nebraska,hitchcock",1264,175,31
"2652","nebraska,holt",4769,686,95
"2653","nebraska,hooker",376,59,7
"2654","nebraska,howard",2786,648,77
"2655","nebraska,jefferson",2616,1016,98
"2656","nebraska,johnson",1518,647,68
"2657","nebraska,kearney",2822,701,94
"2658","nebraska,keith",3544,763,62
"2659","nebraska,keya paha",476,49,5
"2660","nebraska,kimball",1563,268,46
"2661","nebraska,knox",3721,905,82
"2662","nebraska,lancaster",70092,82293,4830
"2663","nebraska,lincoln",13071,3692,400
"2664","nebraska,logan",407,38,5
"2665","nebraska,loup",370,75,9
"2666","nebraska,mcpherson",275,17,10
"2667","nebraska,madison",11940,3478,401
"2668","nebraska,merrick",3419,743,120
"2669","nebraska,morrill",2113,386,59
"2670","nebraska,nance",1437,359,36
"2671","nebraska,nemaha",2428,921,83
"2672","nebraska,nuckolls",1857,409,39
"2673","nebraska,otoe",5649,2490,216
"2674","nebraska,pawnee",1071,322,36
"2675","nebraska,perkins",1321,199,25
"2676","nebraska,phelps",4157,752,112
"2677","nebraska,pierce",3462,480,70
"2678","nebraska,platte",12186,3260,275
"2679","nebraska,polk",2291,530,66
"2680","nebraska,red willow",4525,811,134
"2681","nebraska,richardson",3073,996,65
"2682","nebraska,rock",744,84,14
"2683","nebraska,saline",3631,1986,163
"2684","nebraska,sarpy",51979,41206,3008
"2685","nebraska,saunders",9108,3331,347
"2686","nebraska,scotts bluff",10952,4196,376
"2687","nebraska,seward",6490,2438,271
"2688","nebraska,sheridan",2292,340,52
"2689","nebraska,sherman",1322,343,35
"2690","nebraska,sioux",642,72,17
"2691","nebraska,stanton",2561,532,72
"2692","nebraska,thayer",2308,624,57
"2693","nebraska,thomas",377,45,5
"2694","nebraska,thurston",1180,1122,77
"2695","nebraska,valley",1901,412,31
"2696","nebraska,washington",8583,3554,330
"2697","nebraska,wayne",3055,1022,141
"2698","nebraska,webster",1511,335,30
"2699","nebraska,wheeler",438,59,6
"2700","nebraska,york",5337,1630,194
"2701","nevada,carson city",12735,16113,891
"2702","nevada,churchill",3051,9372,467
"2703","nevada,clark",521852,430930,19728
"2704","nevada,douglas",11571,21630,924
"2705","nevada,elko",4557,16741,669
"2706","nevada,esmeralda",74,400,13
"2707","nevada,eureka",105,895,17
"2708","nevada,humboldt",1689,5877,205
"2709","nevada,lander",496,2198,71
"2710","nevada,lincoln",330,2067,49
"2711","nevada,lyon",8473,20914,851
"2712","nevada,mineral",829,1423,83
"2713","nevada,nye",7288,17528,562
"2714","nevada,pershing",547,1731,42
"2715","nevada,storey",902,1908,67
"2716","nevada,washoe",128128,116760,7254
"2717","nevada,white pine",859,3403,107
"2718","new hampshire,acworth",293,269,7
"2719","new hampshire,albany",250,190,9
"2720","new hampshire,alexandria",440,616,24
"2721","new hampshire,allenstown",1050,1233,42
"2722","new hampshire,alstead",684,477,28
"2723","new hampshire,alton",1438,2420,45
"2724","new hampshire,amherst",4796,3208,133
"2725","new hampshire,andover",844,726,25
"2726","new hampshire,antrim",761,779,44
"2727","new hampshire,ashland",632,562,24
"2728","new hampshire,atkinson",2250,2795,59
"2729","new hampshire,auburn",1619,2265,46
"2730","new hampshire,barnstead",1150,1698,74
"2731","new hampshire,barrington",3142,2733,129
"2732","new hampshire,bartlett",1374,773,23
"2733","new hampshire,bath",259,353,11
"2734","new hampshire,bedford",7521,7052,166
"2735","new hampshire,belmont",1609,2365,78
"2736","new hampshire,bennington",395,424,18
"2737","new hampshire,benton",89,143,3
"2738","new hampshire,berlin",2147,1852,66
"2739","new hampshire,bethlehem",1021,620,30
"2740","new hampshire,boscawen",931,1064,45
"2741","new hampshire,bow",3256,2167,89
"2742","new hampshire,bradford",563,478,32
"2743","new hampshire,brentwood",1505,1372,37
"2744","new hampshire,bridgewater",364,472,21
"2745","new hampshire,bristol",842,994,35
"2746","new hampshire,brookfield",218,315,12
"2747","new hampshire,brookline",1903,1647,78
"2748","new hampshire,campton",1120,964,45
"2749","new hampshire,canaan",1162,890,34
"2750","new hampshire,candia",1039,1702,48
"2751","new hampshire,canterbury",1009,718,27
"2752","new hampshire,carroll",266,267,5
"2753","new hampshire,center harbor",379,407,6
"2754","new hampshire,charlestown",1185,1239,57
"2755","new hampshire,chatham",106,130,8
"2756","new hampshire,chester",1465,1951,53
"2757","new hampshire,chesterfield",1390,958,44
"2758","new hampshire,chichester",770,930,36
"2759","new hampshire,claremont",2895,2788,130
"2760","new hampshire,clarksville",72,108,3
"2761","new hampshire,colebrook",418,630,26
"2762","new hampshire,columbia",114,235,2
"2763","new hampshire,concord",15511,7983,381
"2764","new hampshire,conway",3411,2465,90
"2765","new hampshire,cornish",679,408,22
"2766","new hampshire,croydon",172,319,22
"2767","new hampshire,dalton",231,295,2
"2768","new hampshire,danbury",290,414,21
"2769","new hampshire,danville",1082,1686,48
"2770","new hampshire,deerfield",1360,1786,75
"2771","new hampshire,deering",462,670,26
"2772","new hampshire,derry",8215,9412,267
"2773","new hampshire,dixville",5,0,0
"2774","new hampshire,dorchester",105,124,4
"2775","new hampshire,dover",12508,6331,390
"2776","new hampshire,dublin",687,404,18
"2777","new hampshire,dummer",67,113,4
"2778","new hampshire,dunbarton",877,1121,32
"2779","new hampshire,durham",5970,1712,128
"2780","new hampshire,east kingston",781,889,22
"2781","new hampshire,easton",167,64,3
"2782","new hampshire,eaton",188,117,4
"2783","new hampshire,effingham",391,526,9
"2784","new hampshire,ellsworth",45,32,1
"2785","new hampshire,enfield",1777,930,58
"2786","new hampshire,epping",2047,2311,79
"2787","new hampshire,epsom",1180,1702,45
"2788","new hampshire,errol",74,148,1
"2789","new hampshire,exeter",6820,3321,195
"2790","new hampshire,farmington",1365,2000,68
"2791","new hampshire,fitzwilliam",666,682,19
"2792","new hampshire,francestown",592,534,26
"2793","new hampshire,franconia",542,248,11
"2794","new hampshire,franklin",1804,2281,93
"2795","new hampshire,freedom",538,538,14
"2796","new hampshire,fremont",1151,1635,53
"2797","new hampshire,gilford",2508,2748,57
"2798","new hampshire,gilmanton",1020,1423,57
"2799","new hampshire,gilsum",240,263,13
"2800","new hampshire,goffstown",4967,5040,189
"2801","new hampshire,gorham",906,748,32
"2802","new hampshire,goshen",186,284,11
"2803","new hampshire,grafton",345,423,16
"2804","new hampshire,grantham",1669,747,31
"2805","new hampshire,greenfield",529,466,15
"2806","new hampshire,greenland",1723,1160,36
"2807","new hampshire,greenville",501,532,21
"2808","new hampshire,groton",142,232,6
"2809","new hampshire,hampstead",2494,3303,100
"2810","new hampshire,hampton",6150,5212,140
"2811","new hampshire,hampton falls",845,863,12
"2812","new hampshire,hancock",875,408,15
"2813","new hampshire,hanover",6210,841,66
"2814","new hampshire,harrisville",553,201,6
"2815","new hampshire,harts location",23,20,0
"2816","new hampshire,haverhill",925,1180,39
"2817","new hampshire,hebron",239,267,17
"2818","new hampshire,henniker",1569,1075,67
"2819","new hampshire,hill",224,403,8
"2820","new hampshire,hillsborough",1475,1722,79
"2821","new hampshire,hinsdale",1048,829,38
"2822","new hampshire,holderness",890,569,22
"2823","new hampshire,hollis",3277,2468,80
"2824","new hampshire,hooksett",4060,4387,138
"2825","new hampshire,hopkinton",2688,1400,75
"2826","new hampshire,hudson",6632,7744,265
"2827","new hampshire,jackson",567,212,7
"2828","new hampshire,jaffrey",1528,1410,80
"2829","new hampshire,jefferson",257,394,11
"2830","new hampshire,keene",8950,3758,221
"2831","new hampshire,kensington",805,726,26
"2832","new hampshire,kingston",1731,2311,60
"2833","new hampshire,laconia",4141,4642,172
"2834","new hampshire,lancaster",817,874,44
"2835","new hampshire,landaff",126,155,4
"2836","new hampshire,langdon",206,199,7
"2837","new hampshire,lebanon",5895,1954,100
"2838","new hampshire,lee",1957,971,48
"2839","new hampshire,lempster",274,440,12
"2840","new hampshire,lincoln",513,397,13
"2841","new hampshire,lisbon",353,431,13
"2842","new hampshire,litchfield",2497,2824,89
"2843","new hampshire,littleton",1557,1507,51
"2844","new hampshire,londonderry",7738,7905,230
"2845","new hampshire,loudon",1489,2152,84
"2846","new hampshire,lyman",174,208,3
"2847","new hampshire,lyme",1074,218,13
"2848","new hampshire,lyndeborough",564,541,33
"2849","new hampshire,madbury",824,454,34
"2850","new hampshire,madison",926,760,17
"2851","new hampshire,manchester",29464,22127,1015
"2852","new hampshire,marlborough",806,441,26
"2853","new hampshire,marlow",277,207,12
"2854","new hampshire,mason",380,535,34
"2855","new hampshire,meredith",2139,2208,60
"2856","new hampshire,merrimack",8725,7669,303
"2857","new hampshire,middleton",378,643,21
"2858","new hampshire,milan",345,437,12
"2859","new hampshire,milford",4644,4123,194
"2860","new hampshire,millsfield",5,16,0
"2861","new hampshire,milton",1015,1476,48
"2862","new hampshire,monroe",227,309,8
"2863","new hampshire,mont vernon",1011,730,37
"2864","new hampshire,moultonborough",1605,1997,62
"2865","new hampshire,nashua",26770,17806,705
"2866","new hampshire,nelson",275,164,12
"2867","new hampshire,new boston",1826,2036,72
"2868","new hampshire,newbury",905,726,36
"2869","new hampshire,new castle",619,281,4
"2870","new hampshire,new durham",727,1109,32
"2871","new hampshire,newfields",719,512,24
"2872","new hampshire,new hampton",697,810,32
"2873","new hampshire,newington",304,325,10
"2874","new hampshire,new ipswich",962,2099,62
"2875","new hampshire,new london",2081,1059,54
"2876","new hampshire,newmarket",3953,1925,126
"2877","new hampshire,newport",1301,1773,64
"2878","new hampshire,newton",1277,1680,37
"2879","new hampshire,northfield",1122,1435,62
"2880","new hampshire,north hampton",1987,1455,42
"2881","new hampshire,northumberland",424,614,18
"2882","new hampshire,northwood",1329,1483,69
"2883","new hampshire,nottingham",1769,1641,86
"2884","new hampshire,orange",80,110,6
"2885","new hampshire,orford",539,269,15
"2886","new hampshire,ossipee",965,1487,67
"2887","new hampshire,pelham",3480,5253,121
"2888","new hampshire,pembroke",2189,2057,79
"2889","new hampshire,peterborough",3090,1246,64
"2890","new hampshire,piermont",241,194,5
"2891","new hampshire,pittsburg",158,380,7
"2892","new hampshire,pittsfield",807,1230,58
"2893","new hampshire,plainfield",1135,522,28
"2894","new hampshire,plaistow",2045,2504,68
"2895","new hampshire,plymouth",2214,1123,78
"2896","new hampshire,portsmouth",10663,3836,202
"2897","new hampshire,randolph",186,83,8
"2898","new hampshire,raymond",2378,3517,105
"2899","new hampshire,richmond",292,413,14
"2900","new hampshire,rindge",1443,2144,71
"2901","new hampshire,rochester",8132,8367,408
"2902","new hampshire,rollinsford",951,735,50
"2903","new hampshire,roxbury",92,52,0
"2904","new hampshire,rumney",410,527,19
"2905","new hampshire,rye",2781,1620,64
"2906","new hampshire,salem",7638,9969,234
"2907","new hampshire,salisbury",380,517,28
"2908","new hampshire,sanbornton",875,1134,36
"2909","new hampshire,sandown",1632,2273,70
"2910","new hampshire,sandwich",718,413,12
"2911","new hampshire,seabrook",1973,2595,71
"2912","new hampshire,sharon",153,116,4
"2913","new hampshire,shelburne",131,122,1
"2914","new hampshire,somersworth",3422,2550,99
"2915","new hampshire,south hampton",304,326,22
"2916","new hampshire,springfield",437,436,16
"2917","new hampshire,stark",106,188,1
"2918","new hampshire,stewartstown",117,291,5
"2919","new hampshire,stoddard",419,430,0
"2920","new hampshire,strafford",1330,1408,64
"2921","new hampshire,stratford",159,140,1
"2922","new hampshire,stratham",3306,2115,64
"2923","new hampshire,sugar hill",316,153,16
"2924","new hampshire,sullivan",216,186,10
"2925","new hampshire,sunapee",1309,1086,36
"2926","new hampshire,surry",307,252,4
"2927","new hampshire,sutton",753,574,21
"2928","new hampshire,swanzey",2008,1763,59
"2929","new hampshire,tamworth",899,838,31
"2930","new hampshire,temple",518,432,11
"2931","new hampshire,thornton",958,737,36
"2932","new hampshire,tilton",938,1044,43
"2933","new hampshire,troy",509,583,25
"2934","new hampshire,tuftonboro",875,1012,13
"2935","new hampshire,unity",335,531,26
"2936","new hampshire,wakefield",1240,1986,44
"2937","new hampshire,walpole",1470,834,43
"2938","new hampshire,warner",1050,844,34
"2939","new hampshire,warren",189,275,14
"2940","new hampshire,washington",314,467,16
"2941","new hampshire,waterville",238,127,9
"2942","new hampshire,weare",2211,3213,114
"2943","new hampshire,webster",548,669,24
"2944","new hampshire,wentworth",280,323,17
"2945","new hampshire,wentworth's location",4,13,1
"2946","new hampshire,westmoreland",660,453,20
"2947","new hampshire,whitefield",631,669,21
